,Experience Level,Employment Type,Job Title,Salary,Remote?,Is rich?
619,MI,FT,Data Scientist,67597,2,0
620,EN,FT,Machine Learning Engineer,10000,2,0
621,MI,FT,Data Analyst,20000,2,0
622,EN,FT,Data Scientist,51081,2,0
623,MI,FT,Machine Learning Engineer,83864,2,0
624,EN,FT,Data Scientist,40000,2,0
625,MI,FT,Data Scientist,31520,2,0
626,SE,FT,Machine Learning Engineer,59888,2,0
627,EN,FT,Data Engineer,54742,2,0
628,SE,FT,Data Scientist,89306,1,0
629,EN,FT,Data Scientist,83171,1,0
630,SE,FT,Machine Learning Engineer,76814,2,0
631,MI,FT,Data Scientist,33609,2,0
632,MI,FT,Data Analyst,75000,2,0
633,MI,FT,Data Analyst,20000,0,0
634,EN,CT,Data Scientist,30469,2,0
635,MI,FT,Data Scientist,69999,1,0
636,EN,FT,Data Engineer,55475,2,0
637,MI,FT,Data Scientist,61989,0,0
638,EN,FT,Data Scientist,80000,2,0
639,MI,FT,Data Engineer,65141,2,0
640,MI,FT,Data Scientist,48000,2,0
641,EN,FT,Data Analyst,20000,0,0
642,MI,FT,Machine Learning Engineer,77364,1,0
643,MI,FT,Machine Learning Engineer,63711,1,0
644,MI,FT,Data Analyst,90000,2,0
645,SE,FT,Machine Learning Engineer,24000,2,0
646,MI,FT,Data Scientist,38400,2,0
647,MI,FT,Data Scientist,82500,2,0
648,EN,FT,Data Scientist,49646,1,0
649,SE,FT,Data Scientist,40570,1,0
650,SE,FT,Machine Learning Engineer,84053,0,0
651,EN,FT,Machine Learning Engineer,20000,2,0
652,MI,FT,Data Scientist,9466,0,0
653,EN,PT,Data Analyst,10354,1,0
654,EN,FT,Machine Learning Engineer,21013,2,0
655,EN,FT,Data Analyst,50000,2,0
656,MI,FT,Data Engineer,60000,1,0
657,SE,FT,Machine Learning Engineer,82744,1,0
658,MI,FT,Data Engineer,59303,2,0
659,MI,FT,Data Scientist,62649,1,0
660,MI,FT,Data Engineer,82528,2,0
661,EN,FT,Data Analyst,55000,1,0
662,EN,FT,Data Engineer,80000,2,0
663,EN,FT,Data Engineer,70000,2,0
664,EN,FT,Data Scientist,63831,1,0
665,SE,FT,Data Scientist,68428,2,0
666,EX,FT,Data Scientist,85000,0,0
667,MI,FT,Data Analyst,46759,1,0
668,MI,FT,Data Engineer,74130,1,0
669,EN,FT,Data Scientist,13400,2,0
670,MI,FT,Data Scientist,75774,2,0
671,MI,FT,Data Engineer,90000,2,0
672,EN,FT,Data Analyst,90000,2,1
673,EN,FT,Data Analyst,60000,2,0
674,MI,FT,Data Scientist,50000,2,0
675,EN,PT,Data Scientist,12000,2,0
676,MI,PT,Machine Learning Engineer,5409,1,0
677,MI,FT,Data Scientist,54238,1,0
678,MI,FT,Machine Learning Engineer,47282,2,0
679,MI,FT,Data Engineer,28476,2,0
680,EN,FT,Data Scientist,82528,1,0
681,EN,FT,Data Analyst,59102,1,0
682,SE,FT,Data Analyst,80000,2,0
683,EN,FT,Data Analyst,10000,2,0
684,SE,FT,Data Analyst,79197,2,0
685,EN,FT,Data Analyst,80000,2,0
686,MI,FT,Data Scientist,45760,2,0
687,SE,FT,Data Scientist,53192,1,0
688,EX,FT,Data Engineer,79833,1,0
689,EN,FT,Data Scientist,76833,2,0
690,MI,FT,Machine Learning Engineer,50180,0,0
691,SE,FT,Data Analyst,88654,2,0
692,SE,FT,Machine Learning Engineer,94564,1,0
693,EN,FT,Data Engineer,30428,2,0
694,MI,FT,Data Analyst,51519,1,0
695,MI,FT,Data Analyst,36259,1,0
696,EN,PT,Machine Learning Engineer,15966,2,0
697,MI,FT,Machine Learning Engineer,95746,2,0
698,EN,FT,Machine Learning Engineer,70000,2,0
699,MI,FT,Data Scientist,76958,2,0
700,MI,FT,Data Engineer,89294,1,0
701,EN,FT,Data Scientist,29751,1,0
702,MI,FT,Data Analyst,93000,2,0
703,EN,FT,Data Scientist,28399,2,0
704,SE,FT,Data Scientist,60757,1,0
705,EN,FT,Data Scientist,90000,2,0
706,MI,FT,Data Engineer,70139,1,0
707,EN,FT,Data Analyst,6072,0,0
708,SE,FT,Data Engineer,33511,0,0
709,SE,FT,Data Engineer,96282,1,0
710,MI,FT,Data Engineer,12103,0,0
711,EN,FT,Data Scientist,36643,1,0
712,MI,FT,Data Engineer,72212,1,0
713,EN,FT,Data Analyst,91000,2,1
714,SE,FT,Data Engineer,99703,1,0
715,MI,FT,Data Analyst,80000,2,0
716,EN,FT,Data Engineer,21637,1,0
717,EN,FT,Data Scientist,42000,1,0
718,MI,FT,Data Scientist,63810,2,0
719,MI,FT,Data Scientist,79833,0,0
720,EN,FT,Data Engineer,72500,2,0
721,MI,PT,Data Engineer,69741,2,0
722,SE,FT,Data Scientist,20171,1,0
723,SE,FT,Data Scientist,55000,2,0
724,EN,FT,Data Scientist,58000,1,0
725,SE,FT,Data Scientist,77684,1,0
726,EN,FT,Machine Learning Engineer,85000,2,0
727,EN,FT,Data Scientist,76833,0,0
728,EN,FT,Data Analyst,72000,2,0
729,EN,FT,Data Engineer,65013,1,0
730,MI,FT,Data Engineer,28016,2,0
731,MI,FT,Data Engineer,93150,0,0
732,MI,FT,Data Scientist,25532,2,0
733,SE,FT,Machine Learning Engineer,66265,0,0
734,MI,FT,Data Scientist,16904,2,0
735,SE,FT,Data Analyst,63831,1,0
736,EN,FT,Data Engineer,16228,2,0
737,SE,FT,Data Analyst,71786,2,0
738,MI,FT,Data Scientist,35735,1,0
739,EN,FT,Machine Learning Engineer,24823,1,0
740,SE,FT,Data Scientist,54094,1,0
741,SE,FT,Machine Learning Engineer,24342,2,0
742,EN,FT,Data Analyst,9272,2,0
743,SE,FT,Data Scientist,96113,1,0
744,EN,FT,Machine Learning Engineer,21844,1,0
745,EN,FT,Data Scientist,51321,0,0
746,MI,FT,Data Scientist,40481,0,0
747,EX,FT,Data Scientist,69741,2,0
748,SE,FT,Data Analyst,50000,2,0
749,EN,FT,Data Scientist,39916,0,0
750,MI,FT,Data Analyst,87000,2,0
751,MI,FT,Data Engineer,26005,0,0
752,MI,FT,Data Scientist,90734,1,0
753,MI,FT,Data Engineer,22611,0,0
754,MI,FT,Data Scientist,5679,2,0
755,EN,FT,Machine Learning Engineer,81000,1,0
756,MI,FT,Data Scientist,40038,2,0
757,EN,FT,Data Scientist,90000,2,0
758,MI,FT,Data Scientist,61467,1,0
759,MI,FT,Data Scientist,37825,2,0
760,MI,FT,Data Analyst,85000,2,0
761,MI,FT,Data Scientist,56256,1,0
762,MI,FT,Data Scientist,33808,0,0
763,MI,FT,Machine Learning Engineer,46597,2,0
764,MI,FT,Data Analyst,8000,1,0
765,EN,FT,Data Engineer,41689,2,0
766,MI,FT,Machine Learning Engineer,88654,2,0
767,EN,FT,Data Scientist,5707,1,0
768,MI,FT,Data Engineer,56000,2,0
769,EN,PT,Machine Learning Engineer,28609,1,0
770,MI,FT,Data Scientist,88654,1,0
771,MI,FT,Data Analyst,6072,2,0
772,SE,FT,Data Engineer,47899,1,0
773,MI,FT,Data Analyst,98000,0,0
774,MI,FT,Data Engineer,66022,1,0
775,MI,FT,Data Scientist,56738,1,0
776,MI,FT,Machine Learning Engineer,24823,1,0
777,MI,FL,Data Engineer,20000,0,0
778,EN,FT,Data Scientist,45896,1,0
779,SE,FT,Data Scientist,50000,2,0
780,MI,FT,Machine Learning Engineer,40189,2,0
781,MI,FT,Data Scientist,12901,0,0
782,EN,FT,Data Engineer,5882,0,0
783,MI,FT,Data Scientist,42197,1,0
784,EN,FT,Data Scientist,62726,1,0
785,EN,PT,Data Scientist,21669,1,0
786,SE,FT,Data Scientist,87738,2,0
787,SE,FT,Data Analyst,61896,1,0
788,MI,FL,Data Scientist,12000,1,0
789,SE,FT,Data Engineer,76833,1,0
790,MI,FT,Machine Learning Engineer,74000,1,0
791,MI,FT,Data Engineer,18000,0,0
792,SE,FL,Machine Learning Engineer,60000,2,0
793,SE,FT,Machine Learning Engineer,18907,0,0
794,EN,FT,Data Analyst,59102,2,0
795,MI,FT,Data Scientist,38776,2,0
796,MI,FT,Data Scientist,46809,2,0
797,EN,FT,Data Scientist,18053,2,0
798,SE,FT,Data Scientist,91237,0,0
799,MI,FT,Data Scientist,62726,1,0
800,MI,FT,Data Analyst,19609,2,0
801,EN,PT,Data Scientist,12000,2,0
802,MI,FT,Data Analyst,75000,0,0
803,MI,FT,Data Analyst,62000,0,0
804,MI,FT,Data Scientist,73000,0,0
805,MI,FT,Data Engineer,45391,2,0
806,SE,FT,Machine Learning Engineer,45618,2,0
807,MI,FT,Data Engineer,28369,1,0
808,SE,FT,Data Scientist,94665,1,0
809,SE,FT,Data Scientist,175000,2,0
810,SE,FT,Data Scientist,120000,2,0
811,SE,FT,Data Scientist,222200,0,1
812,SE,FT,Data Scientist,136000,0,0
813,SE,FT,Data Scientist,219000,0,1
814,SE,FT,Data Scientist,141000,0,0
815,SE,FT,Data Scientist,147100,0,0
816,SE,FT,Data Analyst,130000,2,0
817,EN,FT,Data Scientist,213660,0,1
818,EN,FT,Data Scientist,130760,0,1
819,SE,FT,Data Engineer,147100,0,0
820,SE,FT,Data Scientist,170000,0,0
821,SE,FT,Data Scientist,150000,0,0
822,MI,FT,Data Analyst,150000,2,1
823,MI,FT,Data Analyst,110000,2,0
824,SE,FT,Machine Learning Engineer,275000,0,1
825,SE,FT,Machine Learning Engineer,174000,0,0
826,SE,FT,Data Analyst,230000,2,1
827,SE,FT,Data Analyst,143200,2,0
828,SE,FT,Data Analyst,225000,0,1
829,SE,FT,Data Analyst,156400,0,1
830,SE,FT,Machine Learning Engineer,200000,0,0
831,SE,FT,Machine Learning Engineer,130000,0,0
832,SE,FT,Data Engineer,253200,0,1
833,SE,FT,Machine Learning Engineer,342810,0,1
834,SE,FT,Machine Learning Engineer,184590,0,0
835,MI,FT,Data Engineer,162500,0,1
836,MI,FT,Data Engineer,130000,0,0
837,MI,FT,Data Analyst,105380,0,0
838,EN,FT,Data Scientist,204620,0,1
839,EN,FT,Data Scientist,110680,0,0
840,SE,FT,Data Engineer,270703,0,1
841,SE,FT,Data Engineer,221484,0,1
842,SE,FT,Data Scientist,212750,2,0
843,SE,FT,Data Scientist,185000,2,0
844,SE,FT,Data Scientist,262000,2,1
845,SE,FT,Data Scientist,245000,2,1
846,SE,FT,Data Scientist,275300,2,1
847,SE,FT,Data Scientist,183500,2,0
848,SE,FT,Data Scientist,218500,2,1
849,SE,FT,Data Scientist,199098,2,0
850,SE,FT,Data Engineer,203300,2,1
851,SE,FT,Data Engineer,123600,2,0
852,SE,FT,Machine Learning Engineer,189110,0,0
853,SE,FT,Machine Learning Engineer,139000,0,0
854,EX,FT,Data Scientist,258750,0,0
855,EX,FT,Data Scientist,185000,0,0
856,SE,FT,Data Engineer,231500,2,1
857,SE,FT,Data Engineer,166000,2,0
858,SE,FT,Data Scientist,172500,2,0
859,SE,FT,Data Scientist,110500,2,0
860,SE,FT,Data Engineer,238000,0,1
861,SE,FT,Data Engineer,176000,0,0
862,SE,FT,Data Engineer,237000,2,1
863,SE,FT,Data Engineer,201450,2,1
864,SE,FT,Data Scientist,309400,0,1
865,SE,FT,Data Scientist,159100,0,0
866,SE,FT,Data Engineer,115000,0,0
867,SE,FT,Data Scientist,237000,2,1
868,SE,FT,Data Scientist,201450,2,0
869,SE,FT,Machine Learning Engineer,280000,0,1
870,SE,FT,Machine Learning Engineer,210000,0,0
871,SE,FT,Data Engineer,280100,2,1
872,SE,FT,Data Engineer,168100,2,0
873,SE,FT,Data Engineer,193500,2,1
874,SE,FT,Data Engineer,139000,2,0
875,SE,FT,Machine Learning Engineer,150000,2,0
876,EN,FT,Machine Learning Engineer,300000,1,1
877,SE,FT,Data Analyst,185900,0,1
878,SE,FT,Data Analyst,129300,0,0
879,SE,FT,Data Engineer,225000,2,1
880,SE,FT,Data Engineer,175000,2,0
881,SE,FT,Data Engineer,185000,0,0
882,SE,FT,Data Engineer,140000,0,0
883,SE,FT,Data Scientist,105000,0,0
884,EN,FT,Machine Learning Engineer,163196,0,1
885,EN,FT,Machine Learning Engineer,145885,0,1
886,SE,FT,Data Engineer,217000,2,1
887,SE,FT,Data Engineer,185000,2,0
888,SE,FT,Data Analyst,202800,0,1
889,SE,FT,Data Analyst,104300,0,0
890,SE,FT,Data Analyst,145000,0,0
891,SE,FT,Data Engineer,165000,0,0
892,SE,FT,Data Engineer,132300,0,0
893,SE,FT,Data Engineer,179170,0,0
894,SE,FT,Data Analyst,152500,0,1
895,SE,FT,Data Analyst,116450,0,0
896,SE,FT,Data Engineer,247300,0,1
897,SE,FT,Data Engineer,133800,0,0
898,SE,FT,Machine Learning Engineer,203000,0,0
899,SE,FT,Machine Learning Engineer,133000,0,0
900,EN,FT,Data Scientist,220000,1,1
901,SE,FT,Data Scientist,120000,0,0
902,SE,FT,Data Analyst,289800,0,1
903,SE,FT,Data Analyst,214000,0,1
904,SE,FT,Data Analyst,179820,0,1
905,SE,FT,Data Analyst,143860,0,0
906,SE,FT,Machine Learning Engineer,283200,2,1
907,SE,FT,Machine Learning Engineer,188800,2,0
908,SE,FT,Data Analyst,214200,0,1
909,SE,FT,Data Engineer,185900,0,0
910,SE,FT,Data Engineer,129300,0,0
911,SE,FT,Data Engineer,252000,0,1
912,SE,FT,Data Engineer,129000,0,0
913,MI,FT,Data Analyst,155000,0,1
914,MI,FT,Data Analyst,140000,0,1
915,SE,FT,Data Engineer,161800,2,0
916,SE,FT,Data Engineer,141600,2,0
917,SE,FT,Machine Learning Engineer,342300,0,1
918,SE,FT,Machine Learning Engineer,176100,0,0
919,SE,FT,Data Scientist,138784,2,0
920,SE,FT,Data Analyst,204500,0,1
921,SE,FT,Data Analyst,138900,0,0
922,SE,FT,Machine Learning Engineer,318300,2,1
923,SE,FT,Machine Learning Engineer,212200,2,0
924,SE,FT,Data Scientist,195000,0,0
925,SE,FT,Data Scientist,160000,0,0
926,SE,FT,Data Analyst,230000,0,1
927,SE,FT,Data Analyst,143200,0,0
928,MI,FT,Data Analyst,105000,1,0
929,SE,FT,Data Engineer,145000,0,0
930,SE,FT,Data Analyst,168400,0,1
931,SE,FT,Data Analyst,105200,0,0
932,SE,FT,Machine Learning Engineer,190000,0,0
933,SE,FT,Machine Learning Engineer,150000,0,0
934,SE,FT,Data Analyst,150000,2,1
935,SE,FT,Data Analyst,120000,2,0
936,SE,FT,Data Engineer,120000,0,0
937,SE,FT,Data Engineer,241000,0,1
938,SE,FT,Data Engineer,155000,0,0
939,SE,FT,Data Engineer,220000,2,1
940,SE,FT,Data Engineer,190000,2,1
941,SE,FT,Data Engineer,160000,0,0
942,MI,FT,Machine Learning Engineer,300000,0,1
943,MI,FT,Machine Learning Engineer,250000,0,1
944,SE,FT,Data Scientist,228000,0,1
945,SE,FT,Data Scientist,186000,0,0
946,SE,FT,Data Scientist,190000,0,0
947,MI,FT,Machine Learning Engineer,230000,0,1
948,MI,FT,Machine Learning Engineer,200000,0,1
949,SE,FT,Data Engineer,180000,2,0
950,SE,FT,Data Engineer,115000,2,0
951,SE,FT,Data Engineer,200000,2,1
952,EX,FT,Data Engineer,220000,0,0
953,EX,FT,Data Engineer,205000,0,0
954,MI,FT,Data Engineer,180000,0,1
955,SE,FT,Data Engineer,200000,2,1
956,SE,FT,Data Engineer,150000,2,0
957,SE,FT,Machine Learning Engineer,215000,0,0
958,SE,FT,Machine Learning Engineer,170000,0,0
959,SE,FT,Machine Learning Engineer,247500,0,0
960,SE,FT,Machine Learning Engineer,172200,0,0
961,SE,FT,Data Scientist,224000,0,1
962,SE,FT,Data Scientist,176000,0,0
963,SE,FT,Data Analyst,120000,2,0
964,SE,FT,Data Analyst,140000,0,0
965,SE,FT,Data Analyst,120000,0,0
966,SE,FT,Data Engineer,128000,0,0
967,EX,FT,Data Scientist,329500,0,1
968,EX,FT,Data Scientist,269600,0,0
969,SE,FT,Data Scientist,250000,0,1
970,SE,FT,Data Scientist,162500,0,0
971,MI,FT,Machine Learning Engineer,200000,2,1
972,EX,FT,Data Engineer,145000,0,0
973,EX,FT,Data Engineer,115000,0,0
974,SE,FT,Data Scientist,203500,0,0
975,SE,FT,Data Scientist,152000,0,0
976,SE,FT,Data Scientist,239000,0,1
977,SE,FT,Data Scientist,122900,0,0
978,SE,FT,Data Scientist,237000,0,1
979,SE,FT,Data Scientist,145000,0,0
980,SE,FT,Data Scientist,191765,0,0
981,SE,FT,Data Scientist,134236,0,0
982,SE,FT,Data Analyst,190000,2,1
983,SE,FT,Data Analyst,112000,2,0
984,SE,FT,Data Analyst,135000,0,0
985,SE,FT,Data Analyst,105500,0,0
986,SE,FT,Machine Learning Engineer,293000,0,1
987,SE,FT,Machine Learning Engineer,185000,0,0
988,SE,FT,Data Engineer,160000,2,0
989,SE,FT,Data Scientist,175000,2,0
990,SE,FT,Data Scientist,145000,2,0
991,SE,FT,Data Analyst,200000,0,1
992,SE,FT,Data Analyst,148500,0,0
993,SE,FT,Data Engineer,240500,0,1
994,SE,FT,Data Engineer,123700,0,0
995,SE,FT,Data Analyst,152900,2,1
996,SE,FT,Data Analyst,117100,2,0
997,SE,FT,Data Analyst,173000,2,1
998,SE,FT,Data Analyst,113000,2,0
999,SE,FT,Data Scientist,260000,0,1
1000,EX,FT,Data Engineer,175000,0,0
1001,EX,FT,Data Engineer,110000,0,0
1002,SE,FT,Data Scientist,130000,2,0
1003,SE,FT,Data Scientist,110000,2,0
1004,SE,FT,Data Scientist,205000,2,0
1005,SE,FT,Data Scientist,184000,2,0
1006,SE,FT,Data Analyst,149500,2,0
1007,SE,FT,Data Analyst,127075,2,0
1008,SE,FT,Data Engineer,219535,2,1
1009,SE,FT,Data Engineer,146115,2,0
1010,SE,FT,Data Scientist,135000,0,0
1011,SE,FT,Data Scientist,199000,0,0
1012,SE,FT,Data Scientist,162000,0,0
1013,EX,FT,Data Analyst,221000,2,1
1014,EX,FT,Data Analyst,153000,2,0
1015,SE,FT,Data Analyst,187000,0,1
1016,SE,FT,Data Analyst,128000,0,0
1017,SE,FT,Data Scientist,210000,0,0
1018,SE,FT,Data Scientist,136000,0,0
1019,SE,FT,Data Engineer,179000,0,0
1020,SE,FT,Data Engineer,109000,0,0
1021,SE,FT,Data Scientist,245000,0,1
1022,SE,FT,Data Scientist,180000,0,0
1023,SE,FT,Data Analyst,142000,2,0
1024,SE,FT,Data Engineer,198800,0,1
1025,SE,FT,Data Engineer,105200,0,0
1026,SE,FT,Data Analyst,125000,2,0
1027,SE,FT,Data Analyst,112000,2,0
1028,SE,FT,Data Scientist,210000,0,0
1029,SE,FT,Data Scientist,155000,0,0
1030,SE,FT,Data Engineer,115000,2,0
1031,SE,FT,Data Scientist,165000,0,0
1032,SE,FT,Data Scientist,140000,0,0
1033,SE,FT,Data Analyst,139000,0,0
1034,SE,FT,Data Analyst,106000,0,0
1035,SE,FT,Machine Learning Engineer,275000,0,1
1036,MI,FT,Machine Learning Engineer,280700,2,1
1037,MI,FT,Machine Learning Engineer,150450,2,0
1038,SE,FT,Data Engineer,250500,0,1
1039,SE,FT,Data Engineer,159500,0,0
1040,EN,FT,Data Scientist,130001,2,1
1041,SE,FT,Data Analyst,175000,2,1
1042,SE,FT,Data Analyst,135000,2,0
1043,SE,FT,Machine Learning Engineer,257000,0,1
1044,SE,FT,Machine Learning Engineer,147000,0,0
1045,SE,FT,Data Engineer,222000,2,1
1046,SE,FT,Data Scientist,203000,2,0
1047,SE,FT,Data Scientist,133200,2,0
1048,SE,FT,Data Engineer,221000,0,1
1049,SE,FT,Data Engineer,147000,0,0
1050,SE,FT,Data Scientist,185900,0,0
1051,SE,FT,Data Scientist,129300,0,0
1052,SE,FT,Data Scientist,238000,2,1
1053,SE,FT,Data Scientist,156000,2,0
1054,SE,FT,Machine Learning Engineer,304000,2,1
1055,SE,FT,Machine Learning Engineer,199000,2,0
1056,SE,FT,Data Engineer,150000,0,0
1057,SE,FT,Data Engineer,130000,0,0
1058,SE,FT,Data Scientist,140000,2,0
1059,SE,FT,Data Scientist,110000,2,0
1060,MI,FT,Data Scientist,195895,0,1
1061,MI,FT,Data Scientist,102772,0,0
1062,SE,FT,Data Engineer,240000,0,1
1063,SE,FT,Data Engineer,183600,0,0
1064,MI,FT,Data Analyst,130000,0,1
1065,SE,FT,Data Engineer,250000,0,1
1066,SE,FT,Data Analyst,160000,2,1
1067,SE,FT,Data Analyst,120000,2,0
1068,SE,FT,Machine Learning Engineer,289076,0,1
1069,SE,FT,Machine Learning Engineer,202353,0,0
1070,SE,FT,Data Analyst,155000,0,1
1071,SE,FT,Data Engineer,200000,0,1
1072,SE,FT,Data Scientist,157750,2,0
1073,SE,FT,Data Scientist,104650,2,0
1074,MI,FT,Data Scientist,180000,2,1
1075,MI,FT,Data Scientist,140000,2,0
1076,EX,FT,Data Scientist,200000,0,0
1077,EX,FT,Data Scientist,145000,0,0
1078,MI,FT,Data Engineer,125000,0,0
1079,SE,FT,Data Analyst,105000,2,0
1080,EN,FT,Machine Learning Engineer,155000,0,1
1081,EN,FT,Machine Learning Engineer,125000,0,0
1082,SE,FT,Machine Learning Engineer,241000,0,0
1083,SE,FT,Machine Learning Engineer,181000,0,0
1084,SE,FT,Data Scientist,252000,0,1
1085,SE,FT,Data Scientist,154000,0,0
1086,EX,FT,Data Engineer,180000,0,0
1087,EX,FT,Data Engineer,155000,0,0
1088,SE,FT,Data Scientist,191765,0,0
1089,SE,FT,Data Scientist,134236,0,0
1090,SE,FT,Data Engineer,146000,0,0
1091,SE,FT,Machine Learning Engineer,170000,0,0
1092,SE,FT,Data Analyst,208450,2,1
1093,SE,FT,Data Analyst,170550,2,1
1094,SE,FT,Machine Learning Engineer,125000,0,0
1095,MI,FT,Data Engineer,135000,0,0
1096,MI,FT,Data Engineer,120000,0,0
1097,SE,FT,Data Scientist,200000,2,0
1098,SE,FT,Data Scientist,170000,2,0
1099,SE,FT,Data Scientist,171250,0,0
1100,SE,FT,Data Scientist,113750,0,0
1101,SE,FT,Data Analyst,153600,0,1
1102,SE,FT,Data Analyst,100500,0,0
1103,SE,FT,Machine Learning Engineer,115000,2,0
1104,MI,FT,Data Analyst,182500,0,1
1105,MI,FT,Data Analyst,121500,0,1
1106,SE,FT,Data Engineer,203100,0,1
1107,SE,FT,Data Engineer,114500,0,0
1108,SE,FT,Data Engineer,130000,2,0
1109,SE,FT,Data Scientist,258000,0,1
1110,SE,FT,Data Scientist,190000,0,0
1111,MI,FT,Data Engineer,167500,0,1
1112,MI,FT,Data Engineer,106500,0,0
1113,MI,FT,Data Engineer,146000,0,1
1114,EX,FT,Data Engineer,286000,2,1
1115,EX,FT,Data Engineer,207000,2,0
1116,SE,FT,Data Engineer,223250,0,1
1117,SE,FT,Data Engineer,178600,0,0
1118,EX,FT,Data Scientist,353200,0,1
1119,EX,FT,Data Scientist,249300,0,0
1120,MI,FT,Data Scientist,230000,0,1
1121,MI,FT,Data Scientist,220000,0,1
1122,SE,FT,Data Scientist,297300,2,1
1123,SE,FT,Data Scientist,198200,2,0
1124,MI,FT,Data Scientist,210000,2,1
1125,MI,FT,Data Scientist,151800,2,0
1126,SE,FT,Data Scientist,317070,0,1
1127,SE,FT,Data Scientist,170730,0,0
1128,SE,FT,Machine Learning Engineer,108000,0,0
1129,MI,FT,Machine Learning Engineer,134000,2,0
1130,MI,FT,Machine Learning Engineer,124000,2,0
1131,SE,FT,Data Engineer,171250,0,0
1132,SE,FT,Data Engineer,113750,0,0
1133,SE,FT,Data Scientist,225000,0,1
1134,SE,FT,Data Scientist,175000,0,0
1135,SE,FT,Data Engineer,230000,0,1
1136,SE,FT,Data Engineer,124500,0,0
1137,SE,FT,Data Analyst,175000,0,1
1138,SE,FT,Data Analyst,148700,0,0
1139,SE,FT,Data Analyst,125600,0,0
1140,SE,FT,Data Scientist,200000,0,0
1141,SE,FT,Data Scientist,150000,0,0
1142,EN,FT,Machine Learning Engineer,160000,0,1
1143,EN,FT,Machine Learning Engineer,120000,0,0
1144,SE,FT,Data Analyst,185000,2,1
1145,SE,FT,Data Analyst,120250,2,0
1146,SE,FT,Data Scientist,183000,2,0
1147,SE,FT,Data Engineer,170000,2,0
1148,SE,FT,Data Engineer,125000,2,0
1149,SE,FT,Data Scientist,250000,0,1
1150,MI,FT,Machine Learning Engineer,135000,1,0
1151,SE,FT,Data Scientist,423834,0,1
1152,SE,FT,Machine Learning Engineer,216000,2,0
1153,SE,FT,Machine Learning Engineer,184000,2,0
1154,SE,FT,Data Engineer,180000,2,0
1155,SE,FT,Data Engineer,165000,2,0
1156,MI,FT,Data Engineer,143865,0,0
1157,MI,FT,Data Engineer,115092,0,0
1158,MI,FT,Machine Learning Engineer,130000,0,0
1159,SE,FT,Data Scientist,173000,2,0
1160,SE,FT,Data Scientist,132000,2,0
1161,SE,FT,Data Analyst,208049,0,1
1162,SE,FT,Data Analyst,128500,0,0
1163,SE,FT,Data Engineer,167500,0,0
1164,SE,FT,Data Engineer,106500,0,0
1165,MI,FT,Data Engineer,149600,0,1
1166,MI,FT,Data Engineer,102000,0,0
1167,SE,FT,Data Analyst,190000,2,1
1168,SE,FT,Data Analyst,106800,0,0
1169,MI,FT,Data Analyst,128000,0,1
1170,MI,FT,Data Engineer,151000,0,1
1171,MI,FT,Data Engineer,140000,0,0
1172,SE,FT,Data Scientist,220000,0,1
1173,SE,FT,Data Scientist,170000,0,0
1174,SE,FT,Data Engineer,160000,2,0
1175,SE,FT,Data Engineer,145000,2,0
1176,MI,FT,Data Analyst,154000,0,1
1177,MI,FT,Data Analyst,143000,0,1
1178,EN,FT,Data Scientist,190000,0,1
1179,EN,FT,Data Scientist,120000,0,1
1180,MI,FT,Data Scientist,109371,0,0
1181,SE,FT,Data Engineer,111000,0,0
1182,EX,FT,Data Engineer,265000,0,1
1183,EX,FT,Data Engineer,235000,0,0
1184,EN,FT,Data Scientist,121093,1,1
1185,SE,FT,Data Scientist,172309,2,0
1186,SE,FT,Data Scientist,201036,0,0
1187,SE,FT,Data Scientist,134024,0,0
1188,SE,FT,Data Analyst,165000,2,1
1189,SE,FT,Data Analyst,140000,2,0
1190,SE,FT,Data Scientist,172000,0,0
1191,SE,FT,Data Scientist,115000,0,0
1192,EN,FT,Data Engineer,125000,0,1
1193,SE,FT,Data Engineer,163800,0,0
1194,SE,FT,Data Engineer,126000,0,0
1195,SE,FT,Data Engineer,139500,0,0
1196,SE,FT,Data Engineer,109400,0,0
1197,MI,FT,Data Engineer,145000,0,1
1198,MI,FT,Data Engineer,120000,0,0
1199,SE,FT,Data Engineer,205600,0,1
1200,SE,FT,Data Engineer,105700,0,0
1201,SE,FT,Data Scientist,239748,0,1
1202,SE,FT,Data Scientist,159832,0,0
1203,SE,FT,Data Scientist,186300,2,0
1204,SE,FT,Data Scientist,102500,2,0
1205,SE,FT,Data Scientist,126000,0,0
1206,SE,FT,Data Engineer,149040,2,0
1207,SE,FT,Data Engineer,113900,2,0
1208,SE,FT,Data Engineer,153600,2,0
1209,SE,FT,Data Engineer,106800,2,0
1210,SE,FT,Data Engineer,172600,2,0
1211,SE,FT,Data Engineer,107900,2,0
1212,SE,FT,Data Analyst,180180,0,1
1213,SE,FT,Data Analyst,106020,0,0
1214,SE,FT,Data Engineer,376080,2,1
1215,SE,FT,Data Engineer,213120,2,1
1216,SE,FT,Data Analyst,206500,2,1
1217,SE,FT,Data Analyst,121600,2,0
1218,SE,FT,Data Engineer,260000,0,1
1219,SE,FT,Data Engineer,225000,0,1
1220,EX,FT,Data Engineer,194500,0,0
1221,EX,FT,Data Engineer,115500,0,0
1222,SE,FT,Data Engineer,170000,2,0
1223,SE,FT,Data Engineer,275000,0,1
1224,SE,FT,Data Analyst,115934,2,0
1225,SE,FT,Machine Learning Engineer,150000,2,0
